designer,artifact_id,condition,agent_source,artifact_type,action,broad_action
P8,AGENT_0066,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0065,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P8,AGENT_0065,DesignJournal+Agent,OTHER,image,STRUCTURE_ADD,STRUCTURE
P8,AGENT_0067,DesignJournal+Agent,OTHER,column,CREATE_COLUMN_USER,CREATE
P8,AGENT_0067,DesignJournal+Agent,OTHER,column,RELOCATE_COLUMN,RELOCATE
P8,AGENT_0067,DesignJournal+Agent,OTHER,column,ELABORATE_COLUMN,ELABORATE
P8,AGENT_0068,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P8,AGENT_0069,DesignJournal+Agent,promptGenMode,image,AI_PROMPT_GEN,PROMPT_GEN
P8,AGENT_0068,DesignJournal+Agent,DELETE,image,PRUNE_IMAGE,PRUNE
P8,AGENT_0070,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P8,AGENT_0071,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0070,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE,RELOCATE
P8,AGENT_0070,DesignJournal+Agent,OTHER,image,STRUCTURE_ADD,STRUCTURE
P8,AGENT_0072,DesignJournal+Agent,OTHER,column,CREATE_COLUMN_USER,CREATE
P8,AGENT_0049,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P8,AGENT_0073,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0052,DesignJournal+Agent,echo,image,RELOCATE_IMAGE,RELOCATE
P8,AGENT_0021,DesignJournal+Agent,GlobalIntent,intent,EDIT_INTENT_LOCAL,INTENT_EDIT
P8,AGENT_0074,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P8,AGENT_0075,DesignJournal+Agent,OTHER,image,AGENT_ACCEPT,AGENT_GEN
P8,AGENT_0075,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_AGENT,CREATE
P8,AGENT_0076,DesignJournal+Agent,agentGenMode,image,AGENT_REJECT,AGENT_GEN
P8,AGENT_0077,DesignJournal+Agent,OTHER,image,AGENT_ACCEPT,AGENT_GEN
P8,AGENT_0077,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_AGENT,CREATE
P8,AGENT_0078,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0079,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0075,DesignJournal+Agent,echo,image,RELOCATE_IMAGE_AGENT,RELOCATE
P8,AGENT_0080,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0081,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0082,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0083,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0084,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0085,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0086,DesignJournal+Agent,imageEditMode,image,AI_IMAGE_EDIT,IMAGE_EDIT
P8,AGENT_0077,DesignJournal+Agent,echo,image,RELOCATE_IMAGE_AGENT,RELOCATE
P8,AGENT_0087,DesignJournal+Agent,OTHER,image,CREATE_IMAGE_USER,CREATE
P8,AGENT_0088,DesignJournal+Agent,OTHER,connector,RELATE_CREATE_USER,RELATE
P8,AGENT_0075,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE_AGENT,RELOCATE
P8,AGENT_0075,DesignJournal+Agent,OTHER,image,RELOCATE_IMAGE_AGENT,RELOCATE
